state,city,crime_type,year,time_of_day,season,latitude,longitude,population_density,police_presence_index,street_lighting_index,repeat_offender_rate,crime_count,severity_weight,severity_score,time_severity,norm_crime_count,norm_severity_score,norm_population_density,norm_police_presence_index,norm_street_lighting_index,norm_repeat_offender_rate,norm_time_severity,police_risk,lighting_risk,risk_index,final_risk_index,risk_level
Kerala,Kerala_City_1,Dowry Death,2023,Afternoon,Summer,8.471059853,89.13456358,13748,0.732044791,0.645262743,0.143665061,88,5,440,3,0.09360730593607305,0.14939550949913644,0.6861926790024134,0.6662546586377882,0.5570309827304802,0.34158365885528386,0.20000000000000007,0.3337453413622118,0.44296901726951976,0.2494432385189229,0.24247906210501452,Low Risk
Goa,Goa_City_3,Assault,2023,Morning,Winter,10.73814803,92.11403166,6738,0.599176894,0.454609633,0.358763396,206,3,618,2,0.363013698630137,0.22625215889464595,0.33371882542236525,0.499867531861028,0.31771250474546425,0.8945282042807972,0.0,0.500132468138972,0.6822874952545357,0.3739885757352272,0.40078627636071235,Medium Risk
Telangana,Telangana_City_5,Harassment,2019,Morning,Winter,16.35929574,76.66470326,12430,0.200024575,0.769709637,0.149072509,199,2,398,2,0.3470319634703196,0.1312607944732297,0.6199215607401448,1.9118480248825342e-05,0.7132437046842035,0.3554843656007456,0.0,0.9999808815197512,0.2867562953157965,0.29922485924179104,0.3057555353469152,Low Risk
Arunachal Pradesh,Arunachal Pradesh_City_4,Cyber Crime,2022,Afternoon,Winter,12.2983064,70.67086387,1035,0.915523511,0.858885137,0.360527277,133,2,266,3,0.19634703196347028,0.07426597582037997,0.04696299275945293,0.896020446572835,0.8251817944093218,0.8990625414607185,0.20000000000000007,0.10397955342716503,0.17481820559067818,0.2511488203919077,0.24464699485169222,Low Risk
Jammu and Kashmir,Jammu and Kashmir_City_1,Eve Teasing,2022,Afternoon,Summer,19.01939329,85.60692315,4703,0.380582179,0.511919797,0.197218477,215,2,430,3,0.3835616438356164,0.14507772020725387,0.23139581657280772,0.22612686629277012,0.38965143729973345,0.4792512482678351,0.20000000000000007,0.7738731337072299,0.6103485627002665,0.3263981947285485,0.340295046332164,Medium Risk
Haryana,Haryana_City_4,Cyber Crime,2021,Morning,Monsoon,13.13001157,96.6327486,17851,0.523780051,0.270119869,0.035666587,167,2,334,2,0.273972602739726,0.10362694300518135,0.8924979887369268,0.4054499610402264,0.0861306043804777,0.06395637218856402,0.0,0.5945500389597735,0.9138693956195223,0.2686641128671689,0.2669103506754171,Low Risk
Kerala,Kerala_City_1,Eve Teasing,2019,Afternoon,Winter,21.45061324,77.28079218,15570,0.454643276,0.59122862,0.345226995,113,2,226,3,0.15068493150684928,0.056994818652849735,0.7778057119871279,0.3188717159818181,0.48920432060251845,0.8597307285232908,0.20000000000000007,0.6811282840181818,0.5107956793974815,0.34825631618791436,0.3680784896503609,Medium Risk
Uttar Pradesh,Uttar Pradesh_City_5,Harassment,2022,Morning,Summer,17.1419436,71.8630878,14566,0.790804703,0.733293668,0.056629179,272,2,544,2,0.5136986301369862,0.19430051813471502,0.7273230088495575,0.7398382190619837,0.6675323377129041,0.11784405525398851,0.0,0.26016178093801634,0.3324676622870959,0.29704016840223496,0.3029786162863533,Low Risk
West Bengal,West Bengal_City_3,Kidnapping,2021,Morning,Monsoon,28.3177334,89.85069121,14183,0.540750167,0.995747332,0.046075171,257,4,1028,2,0.47945205479452047,0.40328151986183075,0.708065164923572,0.42670121063521566,0.9969788985902526,0.09071329593882582,0.0,0.5732987893647843,0.0030211014097474287,0.3339128990859955,0.34984684441125624,Medium Risk
Manipur,Manipur_City_1,Cyber Crime,2020,Evening,Monsoon,27.53735027,90.25746609,17983,0.554426965,0.693684756,0.341484139,315,2,630,5,0.6118721461187214,0.23143350604490498,0.8991351568785196,0.44382832090118257,0.6178130095861172,0.8501091207618308,0.6,0.5561716790988174,0.3821869904138828,0.5651742303186682,0.6437987331834996,Medium Risk
Uttar Pradesh,Uttar Pradesh_City_3,Human Trafficking,2020,Night,Summer,11.64094391,95.94091848,12282,0.668450983,0.633099537,0.043552541,379,5,1895,7,0.7579908675799086,0.7776338514680483,0.6124798873692678,0.5866177317892136,0.5417630442880483,0.08422847354990887,1.0,0.4133822682107864,0.45823695571195167,0.6513694007275393,0.7533597782993438,High Risk
Odisha,Odisha_City_4,Domestic Violence,2023,Afternoon,Winter,11.0590194,84.98204283,12354,0.253355105,0.238473848,0.125309365,164,4,656,3,0.26712328767123283,0.24265975820379965,0.6161001609010458,0.06680360033429528,0.04640674369967446,0.2943974173593238,0.20000000000000007,0.9331963996657047,0.9535932563003255,0.3575548729610628,0.37989770867739703,Medium Risk
Andhra Pradesh,Andhra Pradesh_City_4,Harassment,2020,Evening,Monsoon,9.205789836,82.44576836,9763,0.519333436,0.678876086,0.264650367,322,2,644,5,0.6278538812785387,0.23747841105354056,0.4858205953338696,0.3998815768749194,0.5992243363387604,0.6525956665927525,0.6,0.6001184231250807,0.4007756636612396,0.5028491869446357,0.5645785534848171,Medium Risk
Uttarakhand,Uttarakhand_City_1,Cyber Crime,2019,Night,Monsoon,36.33391862,83.79839458,18450,0.491857976,0.712772422,0.191810821,345,2,690,7,0.6803652968036529,0.25734024179620035,0.9226166532582462,0.3654747491197559,0.6417729186345786,0.4653500068252291,1.0,0.6345252508802441,0.35822708136542136,0.5961281676118556,0.6831436953687925,High Risk
Telangana,Telangana_City_3,Assault,2020,Afternoon,Summer,17.78178226,95.30572873,699,0.939286173,0.980143981,0.334949699,80,3,240,3,0.07534246575342465,0.06303972366148532,0.030068382944489137,0.9257778307417686,0.9773926971756208,0.8333113014973984,0.20000000000000007,0.07422216925823144,0.022607302824379172,0.1974405544769167,0.17637943743410772,Low Risk
Meghalaya,Meghalaya_City_1,Stalking,2021,Morning,Winter,17.60921434,87.59422416,9390,0.944513981,0.740884021,0.129823195,259,3,777,2,0.4840182648401826,0.29490500863557856,0.46706556717618664,0.9323244832597999,0.6770601745644982,0.3060009366402984,0.0,0.06767551674020011,0.3229398254355018,0.3068682826913888,0.31547094582094215,Low Risk
Jammu and Kashmir,Jammu and Kashmir_City_2,Eve Teasing,2022,Evening,Summer,30.91043041,77.22149399,17230,0.97545745,0.502271371,0.034194338,224,2,448,5,0.40410958904109584,0.15284974093264247,0.8612731295253419,0.9710742114911102,0.37754019177496295,0.06017172153537245,0.6,0.028925788508889827,0.622459808225037,0.35696218351297093,0.3791443523692181,Medium Risk
Telangana,Telangana_City_1,Human Trafficking,2019,Afternoon,Monsoon,12.81552312,69.77203536,372,0.285069838,0.291311975,0.377008821,343,5,1715,3,0.6757990867579908,0.6999136442141624,0.013626307320997583,0.10651916308127019,0.11273212456138182,0.9414309765998868,0.20000000000000007,0.8934808369187298,0.8872678754386182,0.6055428955829885,0.6951105774006485,High Risk
Uttarakhand,Uttarakhand_City_4,Assault,2023,Morning,Summer,21.11051131,96.5883543,14793,0.509819529,0.727752218,0.182393034,333,3,999,2,0.6529680365296803,0.3907599309153713,0.7387369267900241,0.3879675503426014,0.6605763988361135,0.4411400846441518,0.0,0.6120324496573986,0.3394236011638865,0.4485494997779523,0.4955592517394267,Medium Risk
Sikkim,Sikkim_City_2,Domestic Violence,2021,Evening,Summer,19.51149122,81.20611093,3690,0.719012309,0.963652743,0.069058603,187,4,748,5,0.319634703196347,0.2823834196891192,0.18046057924376507,0.6499344090988808,0.9566919701943055,0.1497958702393577,0.6,0.3500655909011192,0.04330802980569448,0.30068865021698743,0.3076161322726236,Low Risk
Jammu and Kashmir,Jammu and Kashmir_City_4,Cyber Crime,2021,Night,Summer,15.61164697,83.23249414,11669,0.521169423,0.470467527,0.059461369,369,2,738,7,0.7351598173515981,0.2780656303972366,0.581657280772325,0.40218073723364384,0.3376182228117875,0.1251246509504112,1.0,0.5978192627663561,0.6623817771882126,0.5432508396547313,0.6159323274181869,Medium Risk
Haryana,Haryana_City_1,Domestic Violence,2020,Morning,Winter,9.104502717,85.97908838,8793,0.246852244,0.64189291,0.242139596,311,4,1244,2,0.6027397260273972,0.4965457685664939,0.4370474658085277,0.05866023100243439,0.5528009793246944,0.5947281427099068,0.0,0.9413397689975656,0.4471990206753056,0.47716228111945513,0.531928415029851,Medium Risk
Bihar,Bihar_City_2,Dowry Death,2022,Evening,Summer,24.73246676,78.01894476,12342,0.43637434,0.623976273,0.274572835,137,5,685,5,0.20547945205479448,0.25518134715025903,0.6154967819790829,0.295993986756462,0.5303110115636125,0.6781029517038121,0.6,0.704006013243538,0.4696889884363875,0.42711507083873973,0.46831435594188064,Medium Risk
Bihar,Bihar_City_5,Cyber Crime,2020,Night,Summer,34.33253782,79.49306614,607,0.9030154,0.646681852,0.349275755,130,2,260,7,0.18949771689497716,0.07167530224525043,0.025442477876106193,0.8803568536532091,0.5588123279494217,0.8701387112616835,1.0,0.11964314634679085,0.4411876720505783,0.37639985018178845,0.40385120154356446,Medium Risk
Manipur,Manipur_City_3,Assault,2019,Afternoon,Monsoon,25.81760022,83.18623907,5137,0.804106894,0.669299135,0.333091082,253,3,759,3,0.47031963470319627,0.28713298791019,0.25321802091713597,0.7564962184004216,0.5872028102432401,0.8285334303335647,0.20000000000000007,0.24350378159957842,0.41279718975675994,0.4017800208629118,0.4361114547787759,Medium Risk
Jharkhand,Jharkhand_City_5,Harassment,2020,Evening,Winter,21.82832745,86.27270068,6465,0.487835275,0.445577826,0.086126894,367,2,734,5,0.730593607305936,0.2763385146804836,0.31999195494770716,0.3604372217983744,0.30637527397752967,0.19367263203849194,0.6,0.6395627782016255,0.6936247260224704,0.4694424960083542,0.5221159426972375,Medium Risk
Assam,Assam_City_2,Cyber Crime,2022,Morning,Monsoon,11.6060294,93.37887494,2746,0.460547842,0.515308837,0.245300337,293,2,586,2,0.5616438356164383,0.21243523316062174,0.13299477071600965,0.32626585552783466,0.39390555040929837,0.6028533311054971,0.0,0.6737341444721654,0.6060944495907017,0.36123867363483386,0.3845801177950112,Medium Risk
Jharkhand,Jharkhand_City_3,Stalking,2019,Night,Summer,21.6160413,80.25702498,8033,0.948749799,0.73780055,0.197698401,324,3,972,7,0.6324200913242009,0.3791018998272884,0.39883346741753817,0.9376288916419788,0.673189628804028,0.48048496938435975,1.0,0.06237110835802118,0.326810371195972,0.5342956639149797,0.6045495735053035,Medium Risk
Nagaland,Nagaland_City_5,Domestic Violence,2019,Night,Winter,35.56545181,68.63991831,1004,0.899099964,0.210325782,0.098409354,381,4,1524,7,0.7625570776255707,0.6174438687392055,0.0454042638777152,0.8754536515944131,0.01107371234580995,0.2252466526435657,1.0,0.12454634840558687,0.98892628765419,0.5890012926784893,0.6740848599096174,High Risk
Uttar Pradesh,Uttar Pradesh_City_2,Assault,2019,Morning,Winter,25.70094736,68.69919561,16655,0.243652327,0.679568912,0.361937278,355,3,1065,2,0.7031963470319634,0.4192573402417962,0.8323612228479484,0.05465305539737375,0.6000940103966785,0.9026871737108683,0.0,0.9453469446026262,0.39990598960332147,0.5665152668701624,0.6455032992911284,Medium Risk
Chhattisgarh,Chhattisgarh_City_2,Rape,2021,Morning,Monsoon,29.81173229,94.2606263,16066,0.856390068,0.861072649,0.239320181,180,5,900,2,0.30365296803652964,0.348013816925734,0.8027453740949315,0.8219691226688575,0.8279276821759256,0.5874803871866441,0.0,0.17803087733114253,0.1720723178240744,0.3488184514858165,0.3687930091581537,Medium Risk
Odisha,Odisha_City_3,Assault,2019,Morning,Winter,9.975161717,74.32705556,18665,0.572893034,0.556309221,0.01568119,347,3,1041,2,0.684931506849315,0.40889464594127806,0.9334271922767498,0.4669529148260146,0.44537153224238374,0.012580724583883963,0.0,0.5330470851739855,0.5546284677576163,0.42307014375948593,0.4631729259044639,Medium Risk
Delhi,Delhi_City_4,Stalking,2019,Evening,Winter,35.78042994,83.69230092,9727,0.532099952,0.211464725,0.196550838,278,3,834,5,0.5273972602739726,0.31951640759930916,0.4840104585679807,0.4158687638790875,0.012503377486188127,0.477534975831959,0.6,0.5841312361209126,0.9874966225138119,0.5003411021316486,0.5613905744826693,Medium Risk
Arunachal Pradesh,Arunachal Pradesh_City_4,Harassment,2020,Night,Monsoon,9.728025823,85.52642027,3224,0.618721097,0.3814181,0.269943571,461,2,922,7,0.9452054794520547,0.35751295336787564,0.15702936444086887,0.5243422458870335,0.22583838698808756,0.6662026909317577,1.0,0.4756577541129665,0.7741616130119124,0.653803916645077,0.7564542452748291,High Risk
Madhya Pradesh,Madhya Pradesh_City_4,Harassment,2022,Night,Winter,8.357890336,72.14586545,2495,0.395329287,0.678407294,0.160190015,249,2,498,7,0.46118721461187207,0.17443868739205526,0.12037409493161705,0.24459429886142559,0.5986358823243907,0.38406368631671217,1.0,0.7554057011385744,0.4013641176756093,0.43639192888235956,0.48010599412565647,Medium Risk
Kerala,Kerala_City_2,Stalking,2021,Evening,Summer,22.01553426,79.10073891,10461,0.316261354,0.604557395,0.034196153,163,3,489,5,0.2648401826484018,0.17055267702936097,0.5209171359613837,0.14557951433414912,0.5059353466340621,0.060176387282087546,0.6,0.8544204856658508,0.49406465336593786,0.3273906435594816,0.34155652920440904,Medium Risk
Delhi,Delhi_City_2,Harassment,2023,Afternoon,Monsoon,24.04542855,83.09303272,6577,0.967832816,0.238955879,0.048222997,195,2,390,3,0.3378995433789954,0.12780656303972365,0.3256234915526951,0.9615260740355713,0.047011816049459865,0.09623462492179122,0.20000000000000007,0.03847392596442867,0.9529881839505401,0.2429971749939664,0.2342855931052169,Low Risk
Jharkhand,Jharkhand_City_4,Rape,2023,Night,Winter,13.37302866,83.69683322,14408,0.560954553,0.464313179,0.2397937,392,5,1960,7,0.7876712328767123,0.805699481865285,0.719378519710378,0.4520026552334439,0.3298929399860831,0.5886976432300501,1.0,0.547997344766556,0.670107060013917,0.7694903973800682,0.9035011351988977,High Risk
Assam,Assam_City_3,Rape,2020,Night,Winter,10.23843838,72.92672512,1789,0.805406472,0.744446529,0.074769192,419,5,2095,7,0.8493150684931506,0.8639896373056994,0.08487530168946099,0.7581236472551307,0.6815320344380111,0.16447584922997582,1.0,0.2418763527448693,0.31846796556198886,0.6395022999184978,0.7382757316994445,High Risk
Rajasthan,Rajasthan_City_5,Domestic Violence,2023,Morning,Summer,28.03106314,89.13480045,5749,0.9424414,0.272912512,0.121501208,174,4,696,2,0.2899543378995434,0.2599309153713299,0.2839903459372486,0.9297290421834494,0.0896360865219204,0.28460794297183495,0.0,0.07027095781655057,0.9103639134780797,0.25759328292194994,0.2528384288572413,Low Risk
Uttar Pradesh,Uttar Pradesh_City_3,Dowry Death,2023,Night,Summer,26.61276599,79.91287549,15427,0.219204036,0.468297285,0.07906208,200,5,1000,7,0.34931506849315064,0.3911917098445596,0.7706154465004023,0.02403707527019433,0.33489401331791063,0.1755114018934711,1.0,0.9759629247298056,0.6651059866820894,0.5205683950890831,0.5871011026453098,Medium Risk
Jammu and Kashmir,Jammu and Kashmir_City_5,Eve Teasing,2021,Night,Summer,35.93161178,71.32785438,3440,0.335603273,0.240779902,0.250836355,260,2,520,7,0.48630136986301364,0.18393782383419688,0.16789018503620273,0.16980091319288787,0.04930143203405962,0.6170845475232228,1.0,0.8301990868071121,0.9506985679659403,0.515956381795059,0.5812388600836378,Medium Risk
Goa,Goa_City_1,Cyber Crime,2023,Afternoon,Winter,23.8609374,81.77760631,10146,0.825306046,0.549641217,0.254820712,275,2,550,3,0.5205479452054794,0.19689119170984457,0.5050784392598552,0.7830433834495065,0.4370014795929514,0.6273269720876805,0.20000000000000007,0.21695661655049348,0.5629985204070487,0.3929644308158457,0.4249061255905178,Medium Risk
Delhi,Delhi_City_3,Harassment,2022,Evening,Monsoon,32.46889628,77.42276104,6781,0.899445867,0.864498208,0.097616385,282,2,564,5,0.5365296803652967,0.20293609671848012,0.33588093322606594,0.8758868172244334,0.8322276359827523,0.2232081994717105,0.6,0.1241131827755666,0.1677723640172477,0.35653004485394807,0.3785950691217587,Medium Risk
Haryana,Haryana_City_2,Assault,2020,Afternoon,Summer,19.88051321,96.36839939,7769,0.355818798,0.848374574,0.116333752,282,3,846,3,0.5365296803652967,0.3246977547495682,0.38555913113435236,0.19511630688075338,0.8119883461622641,0.27132417390441593,0.20000000000000007,0.8048836931192467,0.18801165383773588,0.3742061653256631,0.40106285035924844,Medium Risk
Nagaland,Nagaland_City_1,Domestic Violence,2023,Night,Summer,18.79148624,83.13464552,13079,0.893138547,0.24769386,0.279899716,261,4,1044,7,0.48858447488584467,0.41018998272884283,0.6525543041029767,0.8679883189704751,0.0579802199406001,0.6917965481376516,1.0,0.13201168102952487,0.9420197800593999,0.5974201000890635,0.6847858462195952,High Risk
Jammu and Kashmir,Jammu and Kashmir_City_2,Stalking,2020,Evening,Monsoon,21.32969332,87.59707749,16097,0.615689341,0.997221047,0.062734752,253,3,759,5,0.47031963470319627,0.28713298791019,0.8043041029766693,0.5205456540742781,0.998828788323411,0.13353940355618382,0.6,0.4794543459257219,0.0011712116765889569,0.4038557543645566,0.4387498802351373,Medium Risk
Tamil Nadu,Tamil Nadu_City_3,Human Trafficking,2019,Evening,Monsoon,8.321278025,89.17503015,18745,0.903681197,0.925633568,0.396697783,113,5,565,5,0.15068493150684928,0.2033678756476684,0.9374497184231697,0.8811906144964818,0.9089681691231035,0.9920445908009927,0.6,0.11880938550351816,0.09103183087689648,0.431556923070116,0.47396031000649075,Medium Risk
Odisha,Odisha_City_2,Human Trafficking,2020,Night,Monsoon,18.30774078,87.40735187,16334,0.534711627,0.486248999,0.241574446,425,5,2125,7,0.8630136986301369,0.8769430051813472,0.8162208366854384,0.41913929881744566,0.3574280116969683,0.5932753345798615,1.0,0.5808607011825544,0.6425719883030316,0.8167741942826734,0.9636026719917478,High Risk
Jharkhand,Jharkhand_City_2,Dowry Death,2019,Morning,Winter,13.76560777,77.13530471,3087,0.368085754,0.793817114,0.019827647,268,5,1340,2,0.504566210045662,0.5379965457685665,0.15014078841512468,0.2104779074571284,0.7435047620763373,0.023239853028515757,0.0,0.7895220925428716,0.2564952379236627,0.33144161227267366,0.34670563864805404,Medium Risk
Haryana,Haryana_City_5,Domestic Violence,2019,Night,Winter,21.7177976,69.25614292,2793,0.464448802,0.795789382,0.170837194,174,4,696,7,0.2899543378995434,0.2599309153713299,0.13535800482703136,0.331150929655794,0.7459804635004503,0.41143395653390874,1.0,0.668849070344206,0.25401953649954967,0.40886563762269557,0.44511784775659347,Medium Risk
Karnataka,Karnataka_City_5,Domestic Violence,2020,Evening,Monsoon,22.88207739,71.78463223,11540,0.306545701,0.409066414,0.173448794,181,4,724,5,0.30593607305936066,0.272020725388601,0.5751709573612228,0.1334128463584378,0.26054410159894187,0.4181474904849422,0.6,0.8665871536415621,0.7394558984010582,0.4350305715229851,0.4783755986248215,Medium Risk
Goa,Goa_City_3,Harassment,2019,Afternoon,Monsoon,13.29978381,77.25230716,8588,0.596991378,0.428500791,0.296497237,202,2,404,3,0.3538812785388128,0.13385146804835923,0.4267397425583266,0.4971306651236503,0.28493922174267833,0.734463120635925,0.20000000000000007,0.5028693348763498,0.7150607782573217,0.36567313465469803,0.3902166770309541,Medium Risk
